Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price,price_range
Jet Airways,6/06/2019,Delhi,Cochin,DEL ? BOM ? COK,08:00,04:25 07 Jun,20h 25m,1 stop,In-flight meal not included,10262,10000-12500
Air India,27/05/2019,Delhi,Cochin,DEL ? GOI ? BOM ? COK,22:00,19:15 28 May,21h 15m,2 stops,No info,10651,10000-12500
Jet Airways,24/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,20:00,22:35 25 May,26h 35m,1 stop,In-flight meal not included,10844,10000-12500
Air India,1/06/2019,Delhi,Cochin,DEL ? HYD ? MAA ? COK,13:15,09:25 02 Jun,20h 10m,2 stops,No info,10467,10000-12500
Multiple carriers,6/06/2019,Delhi,Cochin,DEL ? BOM ? COK,04:55,12:35,7h 40m,1 stop,No info,10678,10000-12500
Air India,3/06/2019,Delhi,Cochin,DEL ? HYD ? MAA ? COK,09:45,09:25 04 Jun,23h 40m,2 stops,No info,10975,10000-12500
Jet Airways,12/06/2019,Delhi,Cochin,DEL ? NAG ? BOM ? COK,14:35,04:25 13 Jun,13h 50m,2 stops,In-flight meal not included,10919,10000-12500
Multiple carriers,15/06/2019,Delhi,Cochin,DEL ? BOM ? COK,11:25,19:00,7h 35m,1 stop,No info,10877,10000-12500
Jet Airways,27/06/2019,Delhi,Cochin,DEL ? BOM ? COK,09:00,12:35 28 Jun,27h 35m,1 stop,In-flight meal not included,10262,10000-12500
Air India,12/06/2019,Kolkata,Banglore,CCU ? DEL ? COK ? BLR,10:00,13:45 13 Jun,27h 45m,2 stops,No info,12224,10000-12500
Jet Airways,6/06/2019,Delhi,Cochin,DEL ? BOM ? COK,13:00,12:35 07 Jun,23h 35m,1 stop,In-flight meal not included,11627,10000-12500
Jet Airways,18/05/2019,Delhi,Cochin,DEL ? BOM ? COK,21:50,04:25 19 May,6h 35m,1 stop,In-flight meal not included,12373,10000-12500
Air India,15/05/2019,Delhi,Cochin,DEL ? HYD ? MAA ? COK,13:05,09:25 16 May,20h 20m,2 stops,No info,10975,10000-12500
Jet Airways,9/06/2019,Kolkata,Banglore,CCU ? BOM ? BLR,21:10,10:05 10 Jun,12h 55m,1 stop,In-flight meal not included,11841,10000-12500
Jet Airways,9/06/2019,Delhi,Cochin,DEL ? BOM ? COK,18:15,12:35 10 Jun,18h 20m,1 stop,In-flight meal not included,10577,10000-12500
Multiple carriers,6/06/2019,Delhi,Cochin,DEL ? BOM ? COK,06:00,19:00,13h,1 stop,No info,11789,10000-12500
Jet Airways,18/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,14:05,16:20 19 May,26h 15m,1 stop,In-flight meal not included,10844,10000-12500
Jet Airways,9/06/2019,Delhi,Cochin,DEL ? JAI ? BOM ? COK,19:30,12:35 10 Jun,17h 5m,2 stops,In-flight meal not included,10368,10000-12500
Jet Airways,15/06/2019,Delhi,Cochin,DEL ? BOM ? COK,18:15,04:25 16 Jun,10h 10m,1 stop,In-flight meal not included,10262,10000-12500
Jet Airways,1/06/2019,Delhi,Cochin,DEL ? NAG ? BOM ? COK,06:45,04:25 02 Jun,21h 40m,2 stops,In-flight meal not included,10919,10000-12500
Jet Airways,15/06/2019,Delhi,Cochin,DEL ? BOM ? COK,19:15,19:00 16 Jun,23h 45m,1 stop,In-flight meal not included,10262,10000-12500
Jet Airways,6/06/2019,Delhi,Cochin,DEL ? BOM ? COK,19:45,04:25 07 Jun,8h 40m,1 stop,In-flight meal not included,10262,10000-12500
Jet Airways,18/05/2019,Delhi,Cochin,DEL ? BOM ? COK,17:30,19:00 19 May,25h 30m,1 stop,In-flight meal not included,12373,10000-12500
Jet Airways,9/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,08:25,20:45,12h 20m,1 stop,In-flight meal not included,10844,10000-12500
Jet Airways,3/06/2019,Delhi,Cochin,DEL ? BOM ? COK,11:30,04:25 04 Jun,16h 55m,1 stop,In-flight meal not included,11627,10000-12500
Jet Airways,6/06/2019,Delhi,Cochin,DEL ? BOM ? COK,17:30,04:25 07 Jun,10h 55m,1 stop,In-flight meal not included,10262,10000-12500
Air India,27/06/2019,Delhi,Cochin,DEL ? HYD ? MAA ? COK,09:45,09:25 28 Jun,23h 40m,2 stops,No info,10975,10000-12500
Air Asia,6/06/2019,Delhi,Cochin,DEL ? BLR ? COK,20:45,07:10 07 Jun,10h 25m,1 stop,No info,11410,10000-12500
Jet Airways,18/05/2019,Delhi,Cochin,DEL ? BOM ? COK,10:00,12:35 19 May,26h 35m,1 stop,In-flight meal not included,12373,10000-12500
Air India,21/05/2019,Kolkata,Banglore,CCU ? BOM ? GOI ? BLR,09:25,05:35 22 May,20h 10m,2 stops,No info,11432,10000-12500
Multiple carriers,1/06/2019,Delhi,Cochin,DEL ? BOM ? COK,08:30,19:00,10h 30m,1 stop,No info,11200,10000-12500
Jet Airways,15/06/2019,Delhi,Cochin,DEL ? BOM ? COK,14:00,12:35 16 Jun,22h 35m,1 stop,In-flight meal not included,10262,10000-12500
Jet Airways,1/06/2019,Delhi,Cochin,DEL ? JAI ? BOM ? COK,09:40,12:35 02 Jun,26h 55m,2 stops,In-flight meal not included,10368,10000-12500
Jet Airways,3/06/2019,Delhi,Cochin,DEL ? BOM ? COK,18:15,04:25 04 Jun,10h 10m,1 stop,In-flight meal not included,10262,10000-12500
Jet Airways,1/05/2019,Kolkata,Banglore,CCU ? DEL ? BLR,09:35,14:25 02 May,28h 50m,1 stop,No info,11467,10000-12500
Jet Airways,12/06/2019,Delhi,Cochin,DEL ? BOM ? COK,22:50,12:35 13 Jun,13h 45m,1 stop,In-flight meal not included,10262,10000-12500
Air India,12/06/2019,Kolkata,Banglore,CCU ? DEL ? COK ? BLR,17:30,13:45 13 Jun,20h 15m,2 stops,No info,12224,10000-12500
Jet Airways,24/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,16:30,18:15 25 May,25h 45m,1 stop,In-flight meal not included,10844,10000-12500
Jet Airways,9/05/2019,Kolkata,Banglore,CCU ? DEL ? BLR,09:35,21:05,11h 30m,1 stop,In-flight meal not included,12384,10000-12500
Air Asia,1/06/2019,Delhi,Cochin,DEL ? BLR ? COK,20:45,07:10 02 Jun,10h 25m,1 stop,No info,11410,10000-12500
Air India,1/06/2019,Delhi,Cochin,DEL ? AMD ? BOM ? COK,19:45,19:15 02 Jun,23h 30m,2 stops,No info,10651,10000-12500
Air India,21/05/2019,Kolkata,Banglore,CCU ? JAI ? BOM ? BLR,08:20,21:50,13h 30m,2 stops,No info,10697,10000-12500
Multiple carriers,9/05/2019,Delhi,Cochin,DEL ? BOM ? COK,07:00,19:00,12h,1 stop,No info,10197,10000-12500
Jet Airways,1/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,21:10,08:15 02 May,11h 5m,1 stop,In-flight meal not included,10844,10000-12500
Jet Airways,27/06/2019,Delhi,Cochin,DEL ? BOM ? COK,02:15,19:00,16h 45m,1 stop,In-flight meal not included,10262,10000-12500
Jet Airways,18/05/2019,Kolkata,Banglore,CCU ? DEL ? BLR,09:35,22:05,12h 30m,1 stop,In-flight meal not included,12384,10000-12500
Air India,1/06/2019,Delhi,Cochin,DEL ? BOM ? COK,09:00,19:15,10h 15m,1 stop,No info,10454,10000-12500
Jet Airways,6/06/2019,Kolkata,Banglore,CCU ? BOM ? PNQ ? BLR,06:30,07:25 07 Jun,24h 55m,2 stops,In-flight meal not included,10118,10000-12500
Jet Airways,9/05/2019,Delhi,Cochin,DEL ? BOM ? COK,17:30,19:00 10 May,25h 30m,1 stop,In-flight meal not included,12373,10000-12500
Jet Airways,6/06/2019,Kolkata,Banglore,CCU ? GAU ? BLR,10:20,17:35,7h 15m,1 stop,No info,11316,10000-12500
Jet Airways,15/06/2019,Delhi,Cochin,DEL ? BOM ? COK,02:15,19:00,16h 45m,1 stop,In-flight meal not included,10262,10000-12500
Jet Airways,24/06/2019,Delhi,Cochin,DEL ? BOM ? COK,15:00,19:00 25 Jun,28h,1 stop,In-flight meal not included,10262,10000-12500
Multiple carriers,24/06/2019,Delhi,Cochin,DEL ? BOM ? COK,03:50,19:00,15h 10m,1 stop,No info,12192,10000-12500
Jet Airways,9/06/2019,Kolkata,Banglore,CCU ? BOM ? BLR,20:00,16:20 10 Jun,20h 20m,1 stop,In-flight meal not included,10844,10000-12500
Air India,9/05/2019,Kolkata,Banglore,CCU ? BOM ? COK ? BLR,09:25,13:45 10 May,28h 20m,2 stops,No info,11542,10000-12500
Multiple carriers,9/06/2019,Delhi,Cochin,DEL ? BOM ? COK,10:35,19:00,8h 25m,1 stop,No info,11098,10000-12500
Jet Airways,9/06/2019,Delhi,Cochin,DEL ? JAI ? BOM ? COK,05:30,04:25 10 Jun,22h 55m,2 stops,In-flight meal not included,10368,10000-12500
Air India,6/06/2019,Delhi,Cochin,DEL ? GOI ? BOM ? COK,22:00,19:15 07 Jun,21h 15m,2 stops,No info,10441,10000-12500
Jet Airways,9/06/2019,Kolkata,Banglore,CCU ? BOM ? BLR,21:10,22:35 10 Jun,25h 25m,1 stop,In-flight meal not included,10844,10000-12500
Jet Airways,6/06/2019,Delhi,Cochin,DEL ? BOM ? COK,07:05,12:35,5h 30m,1 stop,In-flight meal not included,10262,10000-12500
Jet Airways,9/06/2019,Kolkata,Banglore,CCU ? BOM ? BLR,06:30,12:00,5h 30m,1 stop,In-flight meal not included,10844,10000-12500
Jet Airways,6/06/2019,Delhi,Cochin,DEL ? JAI ? BOM ? COK,05:30,19:00,13h 30m,2 stops,In-flight meal not included,10368,10000-12500
Multiple carriers,12/06/2019,Delhi,Cochin,DEL ? BOM ? COK,07:00,19:00,12h,1 stop,No info,12192,10000-12500
Jet Airways,9/05/2019,Kolkata,Banglore,CCU ? DEL ? BLR,09:35,23:35,14h,1 stop,No info,12121,10000-12500
Air India,12/06/2019,Delhi,Cochin,DEL ? LKO ? BOM ? COK,12:20,19:15 13 Jun,30h 55m,2 stops,No info,12488,10000-12500
Air India,9/06/2019,Kolkata,Banglore,CCU ? BBI ? BOM ? BLR,12:00,11:10 10 Jun,23h 10m,2 stops,No info,10151,10000-12500
Air India,18/05/2019,Delhi,Cochin,DEL ? RPR ? NAG ? BOM ? COK,05:15,19:15 19 May,38h,3 stops,No info,10703,10000-12500
Jet Airways,9/06/2019,Kolkata,Banglore,CCU ? BOM ? BLR,08:25,18:15,9h 50m,1 stop,In-flight meal not included,10844,10000-12500
Jet Airways,27/06/2019,Delhi,Cochin,DEL ? JAI ? BOM ? COK,05:30,19:00,13h 30m,2 stops,In-flight meal not included,10368,10000-12500
Vistara,3/06/2019,Chennai,Kolkata,MAA ? CCU,17:45,20:05,2h 20m,non-stop,No info,11982,10000-12500
Air Asia,1/06/2019,Delhi,Cochin,DEL ? BLR ? COK,16:45,22:25,5h 40m,1 stop,No info,11410,10000-12500
Jet Airways,6/06/2019,Delhi,Cochin,DEL ? BOM ? COK,10:00,19:00,9h,1 stop,In-flight meal not included,10262,10000-12500
IndiGo,3/06/2019,Delhi,Cochin,DEL ? PNQ ? COK,23:30,04:35 04 Jun,5h 5m,1 stop,No info,11378,10000-12500
Jet Airways,21/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,08:25,20:45,12h 20m,1 stop,In-flight meal not included,10844,10000-12500
Jet Airways,6/05/2019,Kolkata,Banglore,CCU ? DEL ? BLR,09:35,18:00,8h 25m,1 stop,In-flight meal not included,12384,10000-12500
Jet Airways,12/06/2019,Delhi,Cochin,DEL ? BOM ? COK,08:00,04:25 13 Jun,20h 25m,1 stop,In-flight meal not included,10577,10000-12500
Jet Airways,24/06/2019,Delhi,Cochin,DEL ? BOM ? COK,13:00,04:25 25 Jun,15h 25m,1 stop,In-flight meal not included,10262,10000-12500
Jet Airways,6/05/2019,Kolkata,Banglore,CCU ? DEL ? BLR,09:35,09:45 07 May,24h 10m,1 stop,No info,10953,10000-12500
Air India,12/06/2019,Kolkata,Banglore,CCU ? DEL ? BLR,20:30,20:25 13 Jun,23h 55m,1 stop,No info,10203,10000-12500
Jet Airways,18/05/2019,Delhi,Cochin,DEL ? BOM ? COK,13:00,12:35 19 May,23h 35m,1 stop,In-flight meal not included,12373,10000-12500
Jet Airways,24/05/2019,Kolkata,Banglore,CCU ? DEL ? BLR,09:35,14:25 25 May,28h 50m,1 stop,No info,12121,10000-12500
Jet Airways,18/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,08:25,12:00 19 May,27h 35m,1 stop,In-flight meal not included,10844,10000-12500
Jet Airways,18/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,20:00,18:15 19 May,22h 15m,1 stop,In-flight meal not included,10844,10000-12500
Jet Airways,12/06/2019,Delhi,Cochin,DEL ? BOM ? COK,19:15,12:35 13 Jun,17h 20m,1 stop,In-flight meal not included,10262,10000-12500
Jet Airways,27/06/2019,Delhi,Cochin,DEL ? NAG ? BOM ? COK,14:35,12:35 28 Jun,22h,2 stops,In-flight meal not included,10919,10000-12500
Jet Airways,9/05/2019,Kolkata,Banglore,CCU ? DEL ? BLR,17:00,09:45 10 May,16h 45m,1 stop,No info,12121,10000-12500
Multiple carriers,9/06/2019,Delhi,Cochin,DEL ? BOM ? COK,04:55,12:35,7h 40m,1 stop,No info,10877,10000-12500
Jet Airways,18/05/2019,Delhi,Cochin,DEL ? BOM ? COK,17:30,04:25 19 May,10h 55m,1 stop,In-flight meal not included,12373,10000-12500
Air India,15/05/2019,Delhi,Cochin,DEL ? HYD ? MAA ? COK,09:45,09:25 16 May,23h 40m,2 stops,No info,10975,10000-12500
Jet Airways,6/06/2019,Kolkata,Banglore,CCU ? BOM ? PNQ ? BLR,06:30,20:50,14h 20m,2 stops,In-flight meal not included,10118,10000-12500
Jet Airways,6/06/2019,Delhi,Cochin,DEL ? BOM ? COK,22:50,04:25 07 Jun,5h 35m,1 stop,In-flight meal not included,10262,10000-12500
Air India,21/05/2019,Kolkata,Banglore,CCU ? DEL ? BLR,10:00,20:25,10h 25m,1 stop,No info,11096,10000-12500
Jet Airways,3/06/2019,Delhi,Cochin,DEL ? BOM ? COK,22:50,04:25 04 Jun,5h 35m,1 stop,In-flight meal not included,10262,10000-12500
Air India,9/06/2019,Kolkata,Banglore,CCU ? DEL ? BLR,10:00,20:25,10h 25m,1 stop,No info,10413,10000-12500
Jet Airways,18/05/2019,Delhi,Cochin,DEL ? BOM ? COK,20:55,12:35 19 May,15h 40m,1 stop,In-flight meal not included,12373,10000-12500
Multiple carriers,18/05/2019,Delhi,Cochin,DEL ? BOM ? COK,03:50,12:35,8h 45m,1 stop,No info,10197,10000-12500
Jet Airways,15/06/2019,Delhi,Cochin,DEL ? BOM ? COK,11:30,19:00,7h 30m,1 stop,In-flight meal not included,10262,10000-12500
Jet Airways,1/06/2019,Delhi,Cochin,DEL ? NAG ? BOM ? COK,14:35,12:35 02 Jun,22h,2 stops,In-flight meal not included,10919,10000-12500
Jet Airways,6/06/2019,Kolkata,Banglore,CCU ? DEL ? BLR,20:25,10:55 07 Jun,14h 30m,1 stop,In-flight meal not included,10539,10000-12500
Jet Airways,1/06/2019,Delhi,Cochin,DEL ? BOM ? COK,17:30,19:00 02 Jun,25h 30m,1 stop,In-flight meal not included,10262,10000-12500
Jet Airways,12/06/2019,Delhi,Cochin,DEL ? BOM ? COK,20:55,04:25 13 Jun,7h 30m,1 stop,In-flight meal not included,10262,10000-12500
Jet Airways,21/05/2019,Kolkata,Banglore,CCU ? DEL ? BLR,09:35,19:10,9h 35m,1 stop,In-flight meal not included,12384,10000-12500
Jet Airways,18/05/2019,Delhi,Cochin,DEL ? BOM ? COK,19:15,12:35 19 May,17h 20m,1 stop,In-flight meal not included,12373,10000-12500
Jet Airways,6/06/2019,Delhi,Cochin,DEL ? BOM ? COK,20:55,04:25 07 Jun,7h 30m,1 stop,In-flight meal not included,10262,10000-12500
Air India,12/06/2019,Kolkata,Banglore,CCU ? DEL ? COK ? BLR,20:30,13:45 13 Jun,17h 15m,2 stops,No info,12224,10000-12500
Multiple carriers,6/05/2019,Delhi,Cochin,DEL ? BOM ? COK,09:00,19:00,10h,1 stop,No info,10407,10000-12500
Air India,6/06/2019,Kolkata,Banglore,CCU ? DEL ? BLR,10:00,20:25,10h 25m,1 stop,No info,10203,10000-12500
Jet Airways,15/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,16:30,22:35,6h 5m,1 stop,In-flight meal not included,10844,10000-12500
Air India,18/05/2019,Delhi,Cochin,DEL ? HYD ? MAA ? COK,07:05,09:25 19 May,26h 20m,2 stops,No info,10975,10000-12500
Jet Airways,15/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,16:30,04:40 16 May,12h 10m,1 stop,In-flight meal not included,10844,10000-12500
Jet Airways,18/05/2019,Kolkata,Banglore,CCU ? DEL ? BLR,09:35,19:10,9h 35m,1 stop,In-flight meal not included,12384,10000-12500
Jet Airways,9/06/2019,Kolkata,Banglore,CCU ? BOM ? BLR,21:10,09:20 10 Jun,12h 10m,1 stop,In-flight meal not included,11841,10000-12500
Jet Airways,9/05/2019,Delhi,Cochin,DEL ? BOM ? COK,11:30,04:25 10 May,16h 55m,1 stop,In-flight meal not included,12373,10000-12500
Multiple carriers,18/05/2019,Delhi,Cochin,DEL ? BOM ? COK,11:40,19:00,7h 20m,1 stop,No info,10529,10000-12500
Jet Airways,15/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,08:25,20:45,12h 20m,1 stop,In-flight meal not included,10844,10000-12500
Jet Airways,9/06/2019,Kolkata,Banglore,CCU ? BOM ? BLR,08:25,19:50,11h 25m,1 stop,In-flight meal not included,10844,10000-12500
Air India,15/05/2019,Delhi,Cochin,DEL ? AMD ? BOM ? COK,19:45,19:15 16 May,23h 30m,2 stops,No info,11491,10000-12500
Multiple carriers,24/06/2019,Delhi,Cochin,DEL ? BOM ? COK,06:40,19:00,12h 20m,1 stop,No info,10877,10000-12500
Air India,21/05/2019,Delhi,Cochin,DEL ? BHO ? BOM ? COK,20:00,19:15 22 May,23h 15m,2 stops,No info,10861,10000-12500
Air India,6/05/2019,Kolkata,Banglore,CCU ? BOM ? COK ? BLR,09:25,15:05 07 May,29h 40m,2 stops,No info,11542,10000-12500
Jet Airways,21/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,08:25,19:50,11h 25m,1 stop,In-flight meal not included,10844,10000-12500
Jet Airways,3/06/2019,Delhi,Cochin,DEL ? BOM ? COK,17:30,04:25 04 Jun,10h 55m,1 stop,In-flight meal not included,10262,10000-12500
Jet Airways,6/05/2019,Kolkata,Banglore,CCU ? DEL ? BLR,17:00,22:05 07 May,29h 5m,1 stop,No info,11467,10000-12500
Jet Airways,6/06/2019,Kolkata,Banglore,CCU ? BOM ? BLR,08:25,18:15,9h 50m,1 stop,In-flight meal not included,10844,10000-12500
Vistara,9/06/2019,Chennai,Kolkata,MAA ? CCU,17:45,20:05,2h 20m,non-stop,No info,11982,10000-12500
Air India,15/06/2019,Delhi,Cochin,DEL ? BHO ? BOM ? COK,20:00,19:15 16 Jun,23h 15m,2 stops,No info,11071,10000-12500
Jet Airways,18/05/2019,Delhi,Cochin,DEL ? BOM ? COK,19:45,12:35 19 May,16h 50m,1 stop,In-flight meal not included,12373,10000-12500
Air India,12/05/2019,Kolkata,Banglore,CCU ? BOM ? GOI ? BLR,09:25,05:35 13 May,20h 10m,2 stops,No info,11642,10000-12500
Jet Airways,6/06/2019,Kolkata,Banglore,CCU ? DEL ? BLR,20:25,14:25 07 Jun,18h,1 stop,In-flight meal not included,10539,10000-12500
Air India,21/05/2019,Kolkata,Banglore,CCU ? DEL ? BLR,10:00,23:15,13h 15m,1 stop,No info,11936,10000-12500
Jet Airways,9/05/2019,Delhi,Cochin,DEL ? BOM ? COK,15:00,12:35 10 May,21h 35m,1 stop,In-flight meal not included,12373,10000-12500
Jet Airways,1/06/2019,Delhi,Cochin,DEL ? BOM ? COK,09:00,12:35 02 Jun,27h 35m,1 stop,In-flight meal not included,10262,10000-12500
Jet Airways,1/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,08:25,16:20,7h 55m,1 stop,In-flight meal not included,10844,10000-12500
Air India,9/05/2019,Delhi,Cochin,DEL ? GOI ? BOM ? COK,22:00,19:15 10 May,21h 15m,2 stops,No info,10441,10000-12500
Air India,24/06/2019,Delhi,Cochin,DEL ? GOI ? BOM ? COK,10:55,07:40 25 Jun,20h 45m,2 stops,No info,11753,10000-12500
Jet Airways,18/05/2019,Delhi,Cochin,DEL ? BOM ? COK,07:05,19:00,11h 55m,1 stop,In-flight meal not included,12373,10000-12500
Air India,12/05/2019,Kolkata,Banglore,CCU ? BBI ? BOM ? BLR,12:00,21:50,9h 50m,2 stops,No info,10676,10000-12500
Jet Airways,24/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,14:05,23:35,9h 30m,1 stop,In-flight meal not included,10844,10000-12500
Jet Airways,21/05/2019,Delhi,Cochin,DEL ? BOM ? COK,07:05,19:00,11h 55m,1 stop,In-flight meal not included,12239,10000-12500
Multiple carriers,21/05/2019,Delhi,Cochin,DEL ? BOM ? COK,10:00,19:00,9h,1 stop,No info,10197,10000-12500
Air India,9/06/2019,Delhi,Cochin,DEL ? HYD ? MAA ? COK,07:05,09:25 10 Jun,26h 20m,2 stops,No info,11185,10000-12500
Jet Airways,18/05/2019,Delhi,Cochin,DEL ? BOM ? COK,09:00,19:00,10h,1 stop,In-flight meal not included,12373,10000-12500
Multiple carriers,9/06/2019,Delhi,Cochin,DEL ? BOM ? COK,06:40,19:00,12h 20m,1 stop,No info,10877,10000-12500
Jet Airways,9/05/2019,Delhi,Cochin,DEL ? BOM ? COK,10:00,04:25 10 May,18h 25m,1 stop,In-flight meal not included,12373,10000-12500
Jet Airways,24/06/2019,Delhi,Cochin,DEL ? BOM ? COK,02:15,04:25 25 Jun,26h 10m,1 stop,In-flight meal not included,10262,10000-12500
Jet Airways,15/05/2019,Kolkata,Banglore,CCU ? DEL ? BLR,20:25,09:45 16 May,13h 20m,1 stop,In-flight meal not included,12384,10000-12500
Jet Airways,1/05/2019,Kolkata,Banglore,CCU ? DEL ? BLR,17:00,18:00 02 May,25h,1 stop,No info,11467,10000-12500
Multiple carriers,18/05/2019,Delhi,Cochin,DEL ? BOM ? COK,07:00,19:00,12h,1 stop,No info,10197,10000-12500
Jet Airways,6/06/2019,Delhi,Cochin,DEL ? JAI ? BOM ? COK,05:30,04:25 07 Jun,22h 55m,2 stops,In-flight meal not included,10368,10000-12500
Jet Airways,6/06/2019,Delhi,Cochin,DEL ? BDQ ? BOM ? COK,18:25,04:25 07 Jun,10h,2 stops,In-flight meal not included,12142,10000-12500
Jet Airways,15/06/2019,Delhi,Cochin,DEL ? BOM ? COK,02:15,04:25 16 Jun,26h 10m,1 stop,In-flight meal not included,10262,10000-12500
Air India,18/05/2019,Kolkata,Banglore,CCU ? BBI ? BOM ? BLR,12:00,11:10 19 May,23h 10m,2 stops,No info,10676,10000-12500
Multiple carriers,15/05/2019,Delhi,Cochin,DEL ? BOM ? COK,09:00,19:00,10h,1 stop,No info,10197,10000-12500
Air India,9/05/2019,Delhi,Cochin,DEL ? BHO ? BOM ? COK,05:55,19:15,13h 20m,2 stops,No info,10861,10000-12500
Jet Airways,1/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,21:10,04:40 02 May,7h 30m,1 stop,In-flight meal not included,10844,10000-12500
Multiple carriers,27/06/2019,Delhi,Cochin,DEL ? BOM ? COK,07:30,19:00,11h 30m,1 stop,No info,11789,10000-12500
Jet Airways,9/06/2019,Kolkata,Banglore,CCU ? DEL ? BLR,20:25,21:05 10 Jun,24h 40m,1 stop,In-flight meal not included,10539,10000-12500
Air India,1/05/2019,Kolkata,Banglore,CCU ? IXR ? DEL ? BLR,05:50,23:15,17h 25m,2 stops,No info,10991,10000-12500
Multiple carriers,27/06/2019,Delhi,Cochin,DEL ? BOM ? COK,04:55,19:00,14h 5m,1 stop,No info,10678,10000-12500
Air India,24/06/2019,Delhi,Cochin,DEL ? GOI ? BOM ? COK,10:55,19:15,8h 20m,2 stops,No info,11753,10000-12500
Jet Airways,27/06/2019,Delhi,Cochin,DEL ? BOM ? COK,20:55,12:35 28 Jun,15h 40m,1 stop,In-flight meal not included,10262,10000-12500
Jet Airways,24/06/2019,Delhi,Cochin,DEL ? BOM ? COK,15:00,04:25 25 Jun,13h 25m,1 stop,In-flight meal not included,10262,10000-12500
Air India,9/06/2019,Kolkata,Banglore,CCU ? DEL ? BLR,20:30,20:25 10 Jun,23h 55m,1 stop,No info,10203,10000-12500
Jet Airways,18/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,18:55,12:00 19 May,17h 5m,1 stop,In-flight meal not included,10844,10000-12500
Jet Airways,6/06/2019,Kolkata,Banglore,CCU ? BOM ? BLR,18:55,19:50 07 Jun,24h 55m,1 stop,In-flight meal not included,10844,10000-12500
Jet Airways,15/06/2019,Delhi,Cochin,DEL ? BOM ? COK,15:00,12:35 16 Jun,21h 35m,1 stop,In-flight meal not included,10262,10000-12500
Air India,1/05/2019,Kolkata,Banglore,CCU ? IXR ? DEL ? BLR,05:50,16:15 02 May,34h 25m,2 stops,No info,10991,10000-12500
Air India,21/05/2019,Kolkata,Banglore,CCU ? DEL ? BLR,17:30,08:55 22 May,15h 25m,1 stop,No info,11936,10000-12500
Air India,9/05/2019,Delhi,Cochin,DEL ? GOI ? BOM ? COK,22:00,19:15 10 May,21h 15m,2 stops,No info,10441,10000-12500
Jet Airways,1/06/2019,Delhi,Cochin,DEL ? BOM ? COK,13:00,19:00,6h,1 stop,In-flight meal not included,10262,10000-12500
Jet Airways,21/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,21:10,08:15 22 May,11h 5m,1 stop,In-flight meal not included,10844,10000-12500
Jet Airways,27/06/2019,Delhi,Cochin,DEL ? AMD ? BOM ? COK,23:05,12:35 28 Jun,13h 30m,2 stops,In-flight meal not included,11150,10000-12500
Jet Airways,12/06/2019,Delhi,Cochin,DEL ? BOM ? COK,08:00,19:00,11h,1 stop,In-flight meal not included,10577,10000-12500
Jet Airways,12/06/2019,Delhi,Cochin,DEL ? BOM ? COK,09:00,19:00,10h,1 stop,In-flight meal not included,10262,10000-12500
Air India,9/05/2019,Kolkata,Banglore,CCU ? JAI ? DEL ? BLR,08:20,20:25,12h 5m,2 stops,No info,11432,10000-12500
Jet Airways,24/05/2019,Kolkata,Banglore,CCU ? DEL ? BLR,20:25,14:25 25 May,18h,1 stop,No info,12121,10000-12500
Jet Airways,12/05/2019,Kolkata,Banglore,CCU ? DEL ? BLR,17:00,21:05 13 May,28h 5m,1 stop,In-flight meal not included,10703,10000-12500
Multiple carriers,9/06/2019,Delhi,Cochin,DEL ? BOM ? COK,09:15,19:00,9h 45m,1 stop,No info,11622,10000-12500
IndiGo,1/06/2019,Delhi,Cochin,DEL ? PNQ ? COK,23:30,04:35 02 Jun,5h 5m,1 stop,No info,10112,10000-12500
Jet Airways,9/06/2019,Delhi,Cochin,DEL ? BOM ? COK,09:00,19:00,10h,1 stop,In-flight meal not included,10262,10000-12500
Air India,24/06/2019,Delhi,Cochin,DEL ? HYD ? BOM ? COK,17:15,19:15 25 Jun,26h,2 stops,No info,11972,10000-12500
Jet Airways,6/06/2019,Delhi,Cochin,DEL ? LKO ? BOM ? COK,09:25,04:25 07 Jun,19h,2 stops,In-flight meal not included,11992,10000-12500
Jet Airways,18/05/2019,Delhi,Cochin,DEL ? BOM ? COK,10:00,04:25 19 May,18h 25m,1 stop,In-flight meal not included,12373,10000-12500
